LOINC,3024-7,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Hypothyroidism
LOINC,30385-9,RBC Distribution Width,Gallstones
LOINC,30428-7,MCV,Gallstones
LOINC,3094-0,Urea nitrogen [Mass/volume] in Serum or Plasma,measurements_daily|Gallstones|chf_lab_work
LOINC,32167-9,Clarity of Urine,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,32207-3,Platelet distribution width [Entitic volume] in Blood by Automated count,Veteran Prostate Cancer|Lung Cancer|anemia_sub|Colorectal Cancer|Wellness Encounters
LOINC,32465-7,Physical findings of Prostate,Veteran Prostate Cancer
LOINC,32623-1,Platelet mean volume [Entitic volume] in Blood by Automated count,Veteran Prostate Cancer|Lung Cancer|anemia_sub|Colorectal Cancer|Wellness Encounters
LOINC,32624-9,Which race(s) are you?,SDoH HRSN
LOINC,33037-3,Anion Gap,Gallstones
LOINC,33728-7,Size.maximum dimension in Tumor,TNM_Diagnosis
LOINC,33756-8,Polyp size greatest dimension by CAP cancer protocols,Colorectal Cancer
LOINC,33762-6,NT-proBNP,chf_lab_work
LOINC,33914-3,Glomerular filtration rate/1.73 sq M.predicted,Veteran Prostate Cancer|Lung Cancer|measurements_daily|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters|chf_lab_work|Metabolic Syndrome Standards of Care
LOINC,33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,measurements_frequent
LOINC,34528-0,PT panel - Platelet poor plasma by Coagulation assay,measurements_frequent
LOINC,38208-5,Pain severity - Reported,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,38265-5,DXA [T-score] Bone density,Osteoporosis|Injuries
LOINC,38483-4,Creatinine,Veteran Prostate Cancer|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters|Metabolic Syndrome Standards of Care
LOINC,39156-5,Body Mass Index,Record Vitals Signs|Wellness Encounters
LOINC,417181009,Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain,Hormone_Diagnosis
LOINC,42719-5,Total Bilirubin (Elevated),Gallstones
LOINC,44249-1,PHQ-9 quick depression assessment panel [Reported.PHQ],depression screening
LOINC,44261-6,Patient Health Questionnaire 9 item (PHQ-9) total score [Reported],depression screening
LOINC,44667-4,Site of distant metastasis in Breast tumor,TNM_Diagnosis
LOINC,44963-7,Capillary refill [Time] of Nail bed,Sepsis
LOINC,4544-3,Hematocrit [Volume Fraction] of Blood by Automated count,Veteran Prostate Cancer|Lung Cancer|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,chf_lab_work|Metabolic Syndrome Standards of Care
LOINC,46240-8,History of Hospitalizations+Outpatient visits,Homelessness
LOINC,46288-7,US Guidance for biopsy of Prostate,Veteran Prostate Cancer
LOINC,48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,measurements_frequent
LOINC,49765-1,Calcium,Veteran Prostate Cancer|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters|Metabolic Syndrome Standards of Care
LOINC,50190-8,Iron and Iron binding capacity panel - Serum or Plasma,chf_lab_work
LOINC,51990-0,Basic Metabolic Panel,Congestive Heart Failure|Wellness Encounters
LOINC,54899-0,What language are you most comfortable speaking?,SDoH HRSN
LOINC,55277-8,HIV status,Homelessness
LOINC,55284-4,Blood Pressure,Record Vitals Signs
LOINC,55405-5,Heartfailure Tracking Panel,Congestive Heart Failure
LOINC,55757-9,Patient Health Questionnaire 2 item (PHQ-2) [Reported],depression screening
LOINC,55758-7,Patient Health Questionnaire 2 item (PHQ-2) total score [Reported],depression screening
LOINC,56051-6,Are you Hispanic or Latino?,SDoH HRSN
LOINC,56799-0,What address do you live at?,SDoH HRSN
LOINC,57023-4,Auto Differential panel - Blood,measurements_daily
LOINC,5767-9,Appearance of Urine,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,57698-3,Lipid Panel,Veteran Hyperlipidemia|Wellness Encounters|chf_lab_work
LOINC,5770-3,Bilirubin.total [Presence] in Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5778-6,Color of Urine,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,57905-2,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,Colorectal Cancer
LOINC,5792-7,Glucose [Mass/volume] in Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5794-3,Hemoglobin [Presence] in Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5797-6,Ketones [Mass/volume] in Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5799-2,Leukocyte esterase [Presence] in Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5802-4,Nitrite [Presence] in Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5803-2,pH of Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5804-0,Protein [Mass/volume] in Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,5811-5,Specific gravity of Urine by Test strip,Veteran Prostate Cancer|Lung Cancer|Dialysis|Metabolic Syndrome Standards of Care
LOINC,58410-2,Complete blood count (hemogram) panel - Blood by Automated count,Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,5902-2,Prothrombin time (PT),measurements_frequent
LOINC,59032-3,Lactate [Mass/volume] in Blood,Sepsis
LOINC,5905-5,Monocytes/100 leukocytes in Blood by Automated count,measurements_daily
LOINC,59408-5,Oxygen saturation in Arterial blood by Pulse oximetry,Congestive Heart Failure|measurements_daily|measurements_vitals
LOINC,59453-1,Morse Fall Scale panel,fall_risk_screening
LOINC,59460-6,Fall risk total [Morse Fall Scale],fall_risk_screening
LOINC,59461-4,Fall risk level [Morse Fall Scale],fall_risk_screening
LOINC,59557-9,Treatment status Cancer,Breast_cancer
LOINC,59576-9,Body mass index (BMI) [Percentile] Per age and gender,Wellness Encounters
LOINC,600-7,Blood Culture  Routine,Sepsis
LOINC,6075-6,Cladosporium herbarum IgE Ab in Serum,Allergy Panel
LOINC,6082-2,Codfish IgE Ab in Serum,Allergy Panel
LOINC,6085-5,Common Ragweed IgE Ab in Serum,Allergy Panel
LOINC,6095-4,American house dust mite IgE Ab in Serum,Allergy Panel
LOINC,6106-9,Egg white IgE Ab in Serum,Allergy Panel
LOINC,61576-5,PROMIS short form - global - version 1.1,Functional Status Assessments
LOINC,6158-0,Latex IgE Ab in Serum,Allergy Panel
LOINC,6189-5,White oak IgE Ab in Serum,Allergy Panel
LOINC,6206-7,Peanut IgE Ab in Serum,Allergy Panel
LOINC,62337-1,PROMIS item bank - 29 profile,Functional Status Assessments
LOINC,6246-3,Shrimp IgE Ab in Serum,Allergy Panel
LOINC,6248-9,Soybean IgE Ab in Serum,Allergy Panel
LOINC,6273-7,Walnut IgE Ab in Serum,Allergy Panel
LOINC,6276-0,Wheat IgE Ab in Serum,Allergy Panel
LOINC,6298-4,Potassium,Veteran Prostate Cancer|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters|Metabolic Syndrome Standards of Care
LOINC,6299-2,Urea Nitrogen,Veteran Prostate Cancer|Congestive Heart Failure|Lung Cancer|Colorectal Cancer|Dialysis|Veteran Hyperlipidemia|Wellness Encounters|Metabolic Syndrome Standards of Care
LOINC,6301-6,INR in Platelet poor plasma by Coagulation assay,measurements_frequent
LOINC,63512-8,How many family members  including yourself  do you currently live with?,SDoH HRSN
LOINC,63513-6,Are you covered by health insurance or some other kind of health care plan [PhenX],Homelessness
LOINC,63586-2,During the past year  what was the total combined income for you and the family members you live with? This information will help us determine if you are eligible for any benefits.,SDoH HRSN
LOINC,65750-2,Drugs of abuse 5 panel - Urine by Screen method,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,66519-0,Percentage area affected by eczema Head and Neck,Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,66524-0,Percentage area affected by eczema Upper extremitiy - bilateral,Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,66529-9,Percentage area affected by eczema Trunk,Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,66534-9,Percentage area affected by eczema Lower extremitiy - bilateral,Moderate Contact Dermatitis Observations|Mid Childhood Severe Eczema Observations|Early Childhood Moderate Eczema Observations|Severe Contact Dermatitis Observations|Mid Childhood Moderate Eczema Observations|Early Childhood Severe Eczema Observations
LOINC,6690-2,WBC Auto (Bld) [#/Vol],Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,6768-6,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Veteran Prostate Cancer|Lung Cancer|measurements_daily|Colorectal Cancer|Gallstones|Dialysis|Veteran Hyperlipidemia|chf_lab_work
LOINC,67875-5,What is your current work situation?,SDoH HRSN
LOINC,6833-8,Cat dander IgE Ab in Serum,Allergy Panel
LOINC,6844-5,Honey bee IgE Ab in Serum,Allergy Panel
LOINC,69409-1,U.S. standard certificate of death - 2003 revision,DeathModule
LOINC,69453-9,Cause of Death [US Standard Certificate of Death],DeathModule
LOINC,69737-5,Generalized anxiety disorder 7 item (GAD-7),anxiety_screening
LOINC,69742-5,CBC W Differential panel  method unspecified - Blood,Gallstones
LOINC,70274-6,Generalized anxiety disorder 7 item (GAD-7) total score [Reported.PHQ],anxiety_screening
LOINC,704-7,Basophils [#/volume] in Blood by Automated count,measurements_daily
LOINC,706-2,Basophils/100 leukocytes in Blood by Automated count,measurements_daily
LOINC,711-2,Eosinophils [#/volume] in Blood by Automated count,measurements_daily
LOINC,713-8,Eosinophils/100 leukocytes in Blood by Automated count,measurements_daily
LOINC,718-7,Hemoglobin [Mass/volume] in Blood,Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Gallstones|Wellness Encounters|chf_lab_work
LOINC,71802-3,What is your housing situation today?,Homelessness|SDoH HRSN
LOINC,71933-6,Veterans Rand health survey - 36 item (VR-36),Functional Status Assessments
LOINC,71934-4,Veterans Rand health survey - 12 item (VR-12),Functional Status Assessments
LOINC,71956-7,PROMIS-29 Sleep disturbance score,Functional Status Assessments
LOINC,71958-3,PROMIS-29 Satisfaction with participation in social roles score,Functional Status Assessments
LOINC,71960-9,PROMIS-29 Physical function score,Functional Status Assessments
LOINC,71962-5,PROMIS-29 Pain interference score,Functional Status Assessments
LOINC,71964-1,PROMIS-29 Fatigue score,Functional Status Assessments
LOINC,71966-6,PROMIS-29 Depression score,Functional Status Assessments
LOINC,71968-2,PROMIS-29 Anxiety score,Functional Status Assessments
LOINC,71970-8,PROMIS-10 Global Mental Health (GMH) score,Functional Status Assessments
LOINC,71972-4,PROMIS-10 Global Physical Health (GPH) score,Functional Status Assessments
LOINC,71973-2,VR-36 Mental health (MH) score - oblique method,Functional Status Assessments
LOINC,71974-0,VR-36 Role emotion (RE) score - oblique method,Functional Status Assessments
LOINC,71975-7,VR-36 Social functioning (SF) score - oblique method,Functional Status Assessments
LOINC,71976-5,VR-36 Vitality (VT) score - oblique method,Functional Status Assessments
LOINC,71977-3,VR-36 General health (GH) score - oblique method,Functional Status Assessments
LOINC,71978-1,VR-36 Bodily pain (BP) score - oblique method,Functional Status Assessments
LOINC,71979-9,VR-36 Role physical (RP) score - oblique method,Functional Status Assessments
LOINC,71980-7,VR-36 Physical functioning (PF) score - oblique method,Functional Status Assessments
LOINC,72009-4,VR-12 Mental health (MH) score - oblique method,Functional Status Assessments
LOINC,72010-2,VR-12 Role emotion (RE) score - oblique method,Functional Status Assessments
LOINC,72011-0,VR-12 Social functioning (SF) score - oblique method,Functional Status Assessments
LOINC,72012-8,VR-12 Vitality (VT) score - oblique method,Functional Status Assessments
LOINC,72013-6,VR-12 General health (GH) score - oblique method,Functional Status Assessments
LOINC,72014-4,VR-12 Bodily pain (BP) score - oblique method,Functional Status Assessments
LOINC,72015-1,VR-12 Role physical (RP) score - oblique method,Functional Status Assessments
LOINC,72016-9,VR-12 Physical functioning (PF) score - oblique method,Functional Status Assessments
LOINC,72091-2,Knee injury and Osteoarthritis Outcome Score [KOOS],Functional Status Assessments
LOINC,72092-0,Hip Dysfunction and Osteoarthritis Outcome Score [HOOS],Functional Status Assessments
LOINC,72093-8,Quality of life score [HOOS],Functional Status Assessments
LOINC,72094-6,Sport-recreation score [HOOS],Functional Status Assessments
LOINC,72095-3,Activities of daily living score [HOOS],Functional Status Assessments
LOINC,72096-1,Symptoms score [HOOS],Functional Status Assessments
LOINC,72097-9,Pain score [HOOS],Functional Status Assessments
LOINC,72098-7,Quality of life score [KOOS],Functional Status Assessments
LOINC,72099-5,Sport-recreation score [KOOS],Functional Status Assessments
LOINC,72100-1,Activities of daily living score [KOOS],Functional Status Assessments
LOINC,72101-9,Symptoms score [KOOS],Functional Status Assessments
LOINC,72102-7,Pain score [KOOS],Functional Status Assessments
LOINC,72106-8,Total score [MMSE],Dementia
LOINC,72109-2,Alcohol Use Disorder Identification Test - Consumption [AUDIT-C],substance use screening
LOINC,72166-2,Tobacco smoking status NHIS,Wellness Encounters
LOINC,72514-3,Pain severity - 0-10 verbal numeric rating [Score] - Reported,Lung Cancer|Opioid Addiction|Gout|Colorectal Cancer|Fibromyalgia|Veteran PTSD|Dialysis|Wellness Encounters|Osteoarthritis
LOINC,7258-7,Cow milk IgE Ab in Serum,Allergy Panel
LOINC,731-0,Lymphocytes [#/volume] in Blood by Automated count,measurements_daily
LOINC,736-9,Lymphocytes/100 leukocytes in Blood by Automated count,measurements_daily
LOINC,74006-8,Weight difference [Mass difference] --pre dialysis - post dialysis,Dialysis
LOINC,742-7,Monocytes [#/volume] in Blood by Automated count,measurements_daily
LOINC,751-8,Neutrophils [#/volume] in Blood by Automated count,measurements_daily
LOINC,75325-1,Symptom,Congestive Heart Failure
LOINC,75443-2,Mental health Outpatient Note,Veteran PTSD|Veteran MDD
LOINC,75626-2,Total score [AUDIT-C],substance use screening
LOINC,75689-0,Iron panel - Serum or Plasma,measurements_frequent|chf_lab_work
LOINC,75893-8,What number best describes your pain on average in the past week?,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,76437-3,What is your main insurance?,SDoH HRSN
LOINC,76499-3,Humiliation  Afraid  Rape  and Kick questionnaire [HARK],hark_screening
LOINC,76501-6,In the past year  have you been afraid of your partner or ex-partner?,SDoH HRSN
LOINC,76504-0,Total score [HARK],hark_screening
LOINC,76690-7,Sexual orientation,Homelessness
LOINC,770-8,Neutrophils/100 leukocytes in Blood by Automated count,measurements_daily
LOINC,77606-2,Weight-for-length Per age and sex,Wellness Encounters
LOINC,777-3,Platelets [#/volume] in Blood by Automated count,Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,785-6,MCH [Entitic mass] by Automated count,Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,786-4,MCHC [Mass/volume] by Automated count,Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,787-2,MCV [Entitic volume] by Automated count,Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,788-0,Erythrocyte distribution width [Ratio] by Automated count,measurements_daily|chf_lab_work
LOINC,789-8,RBC Auto (Bld) [#/Vol],Veteran Prostate Cancer|Lung Cancer|anemia_sub|measurements_daily|Colorectal Cancer|Wellness Encounters|chf_lab_work
LOINC,80271-0,Physical findings of Abdomen by Palpation,Gallstones
LOINC,80381-7,Influenza virus A and B Ag panel - Nasopharynx by Rapid immunoassay,infection
LOINC,80382-5,Influenza virus A Ag [Presence] in Nasopharynx by Rapid immunoassay,infection
LOINC,80383-3,Influenza virus B Ag [Presence] in Nasopharynx by Rapid immunoassay,infection
LOINC,82335-1,Cytokines panel - Serum or Plasma,measurements_frequent
LOINC,82589-3,What is the highest level of school that you have finished?,SDoH HRSN
LOINC,82666-9,Drug Abuse Screening Test-10 [DAST-10],substance use screening
LOINC,82667-7,Total score [DAST-10],substance use screening
LOINC,8302-2,Body Height,Record Vitals Signs|Wellness Encounters
LOINC,8310-5,Body temperature,infection|measurements_vitals|Sore Throat
LOINC,8331-1,Oral temperature,infection|measurements_vitals|Sore Throat
LOINC,84215-3,Mental health Telehealth Note,Veteran PTSD
LOINC,8462-4,Diastolic Blood Pressure,Hypertension|Congestive Heart Failure|measurements_vitals|Record Vitals Signs|Sepsis|Wellness Encounters
LOINC,8478-0,Mean blood pressure,Sepsis
LOINC,8480-6,Systolic Blood Pressure,Hypertension|Congestive Heart Failure|measurements_vitals|Record Vitals Signs|Sepsis|Wellness Encounters
LOINC,85318-4,HER2 [Presence] in Breast cancer specimen by FISH,Hormone_Diagnosis
LOINC,85319-2,HER2 [Presence] in Breast cancer specimen by Immune stain,Hormone_Diagnosis
LOINC,85337-4,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,Hormone_Diagnosis
LOINC,85339-0,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,Hormone_Diagnosis
LOINC,85343-2,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,TNM_Diagnosis
LOINC,85344-0,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,TNM_Diagnosis
LOINC,85352-3,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,TNM_Diagnosis
LOINC,85354-9,Blood Pressure,Hypertension|Congestive Heart Failure|measurements_vitals|Sepsis|Wellness Encounters
LOINC,87626-8,Suicide prevention note,Veteran Self Harm
LOINC,88020-3,Functional capacity NYHA,chf_nyha_panel
LOINC,88021-1,Objective assessment of cardiovascular disease NYHA,chf_nyha_panel
LOINC,88040-1,Response to cancer treatment,Breast_cancer
LOINC,88262-1,Gram positive blood culture panel by Probe in Positive blood culture,Sepsis
LOINC,8867-4,Heart rate,measurements_vitals|Wellness Encounters
LOINC,89204-2,Patient Health Questionnaire-9: Modified for Teens total score [Reported.PHQ.Teen],depression screening
LOINC,89206-7,Patient Health Questionnaire-9: Modified for Teens [Reported.PHQ.Teen],depression screening
LOINC,89577-1,Troponin I.cardiac panel - Serum or Plasma by High sensitivity method,measurements_frequent|chf_lab_work
LOINC,89579-7,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,measurements_frequent|chf_lab_work
LOINC,91145-3,What number best describes how  during the past week  pain has interfered with your enjoyment of life?,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,91146-1,What number best describes how  during the past week  pain has interfered with your general activity?,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,91148-7,Pain intensity  Enjoyment of life  General activity (PEG) 3 item pain scale,Prescribing Opioids for Chronic Pain and Treatment of OUD
LOINC,92130-4,Rhinovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92131-2,Respiratory syncytial virus RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92134-6,Human metapneumovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
LOINC,92138-7,Parainfluenza virus 3 RNA [Presence] in Respiratory specimen by NAA with probe detection,infection
